x y c
2 28 rgb255=38,40,28
3 28 rgb255=24,26,14
4 28 rgb255=24,24,15
5 28 rgb255=46,43,36
6 28 rgb255=70,67,58
7 28 rgb255=64,61,52
8 28 rgb255=49,46,37
9 28 rgb255=31,28,19
10 28 rgb255=20,17,12
11 28 rgb255=11,8,4
12 28 rgb255=25,22,17
13 28 rgb255=21,18,13
14 28 rgb255=24,21,16
15 28 rgb255=52,49,43
16 28 rgb255=55,52,46
17 28 rgb255=32,30,23
18 28 rgb255=19,16,12
19 28 rgb255=33,32,26
20 28 rgb255=22,20,14
21 28 rgb255=48,43,38
22 28 rgb255=68,63,58
23 28 rgb255=66,60,58
24 28 rgb255=105,99,100
25 28 rgb255=152,146,149
26 28 rgb255=180,176,177
27 28 rgb255=117,115,113
28 28 rgb255=54,53,51
29 28 rgb255=36,34,32
30 28 rgb255=23,21,18
31 28 rgb255=15,14,11
0 27 rgb255=48,50,37
1 27 rgb255=22,24,14
2 27 rgb255=16,18,10
3 27 rgb255=14,16,8
4 27 rgb255=11,10,4
5 27 rgb255=11,8,2
6 27 rgb255=19,16,7
7 27 rgb255=17,14,6
8 27 rgb255=20,17,10
9 27 rgb255=25,22,13
10 27 rgb255=14,11,5
11 27 rgb255=12,9,4
12 27 rgb255=23,20,14
13 27 rgb255=25,22,18
14 27 rgb255=18,15,11
15 27 rgb255=74,70,63
16 27 rgb255=74,68,60
17 27 rgb255=22,19,12
18 27 rgb255=19,17,12
19 27 rgb255=25,25,20
20 27 rgb255=40,40,35
21 27 rgb255=44,43,38
22 27 rgb255=57,54,50
23 27 rgb255=109,106,105
24 27 rgb255=164,161,163
25 27 rgb255=190,187,191
26 27 rgb255=198,196,201
27 27 rgb255=145,145,147
28 27 rgb255=153,153,153
29 27 rgb255=127,127,125
30 27 rgb255=16,17,13
31 27 rgb255=5,5,1
0 26 rgb255=31,33,20
1 26 rgb255=47,49,36
2 26 rgb255=23,24,17
3 26 rgb255=6,7,2
4 26 rgb255=8,8,3
5 26 rgb255=12,9,3
6 26 rgb255=22,19,11
7 26 rgb255=23,20,11
8 26 rgb255=25,22,14
9 26 rgb255=31,28,19
10 26 rgb255=12,9,4
11 26 rgb255=9,6,2
12 26 rgb255=13,10,5
13 26 rgb255=19,16,11
14 26 rgb255=20,17,11
15 26 rgb255=59,53,45
16 26 rgb255=89,81,72
17 26 rgb255=25,20,13
18 26 rgb255=11,10,5
19 26 rgb255=17,19,15
20 26 rgb255=27,30,27
21 26 rgb255=60,61,57
22 26 rgb255=132,133,129
23 26 rgb255=151,152,152
24 26 rgb255=175,175,178
25 26 rgb255=150,150,155
26 26 rgb255=63,62,68
27 26 rgb255=91,90,95
28 26 rgb255=213,212,215
29 26 rgb255=201,201,199
30 26 rgb255=72,73,68
31 26 rgb255=14,14,10
0 25 rgb255=27,29,15
1 25 rgb255=29,30,18
2 25 rgb255=29,30,22
3 25 rgb255=7,8,3
4 25 rgb255=8,7,3
5 25 rgb255=8,6,1
6 25 rgb255=27,24,16
7 25 rgb255=41,38,29
8 25 rgb255=74,71,62
9 25 rgb255=66,63,54
10 25 rgb255=21,18,13
11 25 rgb255=14,11,7
12 25 rgb255=11,8,4
13 25 rgb255=11,8,3
14 25 rgb255=17,14,9
15 25 rgb255=38,32,24
16 25 rgb255=75,67,56
17 25 rgb255=40,35,27
18 25 rgb255=7,6,1
19 25 rgb255=11,13,11
20 25 rgb255=40,43,43
21 25 rgb255=127,129,126
22 25 rgb255=176,178,175
23 25 rgb255=167,169,169
24 25 rgb255=206,206,210
25 25 rgb255=140,141,146
26 25 rgb255=67,67,74
27 25 rgb255=89,89,95
28 25 rgb255=184,185,188
29 25 rgb255=230,231,230
30 25 rgb255=124,126,121
31 25 rgb255=22,22,19
0 24 rgb255=51,50,41
1 24 rgb255=28,24,15
2 24 rgb255=14,10,4
3 24 rgb255=7,7,2
4 24 rgb255=7,7,4
5 24 rgb255=8,8,4
6 24 rgb255=18,17,11
7 24 rgb255=27,27,18
8 24 rgb255=75,76,63
9 24 rgb255=76,77,65
10 24 rgb255=17,17,12
11 24 rgb255=29,28,24
12 24 rgb255=17,16,12
13 24 rgb255=8,8,3
14 24 rgb255=21,20,15
15 24 rgb255=40,40,30
16 24 rgb255=47,46,34
17 24 rgb255=35,34,27
18 24 rgb255=14,13,14
19 24 rgb255=27,27,33
20 24 rgb255=91,89,99
21 24 rgb255=164,161,168
22 24 rgb255=187,184,190
23 24 rgb255=194,191,196
24 24 rgb255=230,228,232
25 24 rgb255=155,153,156
26 24 rgb255=55,54,58
27 24 rgb255=57,58,61
28 24 rgb255=123,124,127
29 24 rgb255=221,222,223
30 24 rgb255=151,153,152
31 24 rgb255=25,26,25
0 23 rgb255=33,31,25
1 23 rgb255=31,23,14
2 23 rgb255=14,8,1
3 23 rgb255=11,10,5
4 23 rgb255=9,10,9
5 23 rgb255=9,9,7
6 23 rgb255=10,11,6
7 23 rgb255=37,38,30
8 23 rgb255=43,45,33
9 23 rgb255=41,43,31
10 23 rgb255=12,13,9
11 23 rgb255=45,46,41
12 23 rgb255=42,43,38
13 23 rgb255=10,11,7
14 23 rgb255=25,26,21
15 23 rgb255=38,39,30
16 23 rgb255=42,43,33
17 23 rgb255=24,25,20
18 23 rgb255=35,35,37
19 23 rgb255=101,100,108
20 23 rgb255=148,146,158
21 23 rgb255=174,168,179
22 23 rgb255=208,203,211
23 23 rgb255=224,219,225
24 23 rgb255=234,230,234
25 23 rgb255=111,107,109
26 23 rgb255=55,54,55
27 23 rgb255=84,84,84
28 23 rgb255=182,182,183
29 23 rgb255=232,233,233
30 23 rgb255=161,161,162
31 23 rgb255=28,29,28
0 22 rgb255=23,21,15
1 22 rgb255=28,21,11
2 22 rgb255=16,10,2
3 22 rgb255=17,16,12
4 22 rgb255=13,14,12
5 22 rgb255=14,14,12
6 22 rgb255=12,13,8
7 22 rgb255=43,44,37
8 22 rgb255=44,45,35
9 22 rgb255=57,59,49
10 22 rgb255=131,132,126
11 22 rgb255=183,184,179
12 22 rgb255=191,192,187
13 22 rgb255=130,131,126
14 22 rgb255=46,47,43
15 22 rgb255=20,21,15
16 22 rgb255=45,47,38
17 22 rgb255=36,37,33
18 22 rgb255=86,86,87
19 22 rgb255=162,161,168
20 22 rgb255=184,181,191
21 22 rgb255=198,192,202
22 22 rgb255=215,210,217
23 22 rgb255=243,239,244
24 22 rgb255=222,218,221
25 22 rgb255=73,69,69
26 22 rgb255=52,50,50
27 22 rgb255=63,63,63
28 22 rgb255=137,137,137
29 22 rgb255=215,215,215
30 22 rgb255=140,140,140
31 22 rgb255=27,28,27
0 21 rgb255=21,19,12
1 21 rgb255=29,22,11
2 21 rgb255=34,28,18
3 21 rgb255=39,39,34
4 21 rgb255=14,15,14
5 21 rgb255=17,17,14
6 21 rgb255=22,23,18
7 21 rgb255=51,52,47
8 21 rgb255=86,87,80
9 21 rgb255=153,154,148
10 21 rgb255=208,209,203
11 21 rgb255=230,231,226
12 21 rgb255=247,247,243
13 21 rgb255=249,250,245
14 21 rgb255=216,217,212
15 21 rgb255=154,155,149
16 21 rgb255=139,140,133
17 21 rgb255=139,140,136
18 21 rgb255=162,162,163
19 21 rgb255=175,174,180
20 21 rgb255=207,206,212
21 21 rgb255=225,220,228
22 21 rgb255=221,216,222
23 21 rgb255=252,248,251
24 21 rgb255=216,212,212
25 21 rgb255=67,63,60
26 21 rgb255=52,50,48
27 21 rgb255=49,48,47
28 21 rgb255=84,84,82
29 21 rgb255=146,145,143
30 21 rgb255=111,111,109
31 21 rgb255=27,26,24
0 20 rgb255=32,30,24
1 20 rgb255=43,36,25
2 20 rgb255=54,48,38
3 20 rgb255=50,49,44
4 20 rgb255=21,22,20
5 20 rgb255=44,45,40
6 20 rgb255=88,89,84
7 20 rgb255=96,96,94
8 20 rgb255=107,107,104
9 20 rgb255=192,192,190
10 20 rgb255=222,223,218
11 20 rgb255=246,247,242
12 20 rgb255=254,255,250
13 20 rgb255=249,250,245
14 20 rgb255=247,248,243
15 20 rgb255=240,241,236
16 20 rgb255=238,239,235
17 20 rgb255=222,222,221
18 20 rgb255=196,196,197
19 20 rgb255=191,191,194
20 20 rgb255=206,205,209
21 20 rgb255=229,225,231
22 20 rgb255=233,228,233
23 20 rgb255=255,252,253
24 20 rgb255=213,210,208
25 20 rgb255=70,66,62
26 20 rgb255=55,52,48
27 20 rgb255=45,41,39
28 20 rgb255=27,24,21
29 20 rgb255=32,29,26
30 20 rgb255=53,49,47
31 20 rgb255=22,20,17
0 19 rgb255=55,53,47
1 19 rgb255=83,76,66
2 19 rgb255=87,81,71
3 19 rgb255=64,63,58
4 19 rgb255=67,68,65
5 19 rgb255=121,122,117
6 19 rgb255=119,120,116
7 19 rgb255=64,64,63
8 19 rgb255=104,104,105
9 19 rgb255=209,209,210
10 19 rgb255=242,243,240
11 19 rgb255=249,250,244
12 19 rgb255=249,250,245
13 19 rgb255=245,246,241
14 19 rgb255=244,245,240
15 19 rgb255=243,243,240
16 19 rgb255=239,239,238
17 19 rgb255=227,227,226
18 19 rgb255=210,210,210
19 19 rgb255=206,206,206
20 19 rgb255=215,214,215
21 19 rgb255=214,209,213
22 19 rgb255=238,233,236
23 19 rgb255=255,252,251
24 19 rgb255=187,184,180
25 19 rgb255=64,61,56
26 19 rgb255=60,56,51
27 19 rgb255=44,40,36
28 19 rgb255=26,22,19
29 19 rgb255=9,5,3
30 19 rgb255=23,18,15
31 19 rgb255=12,8,6
0 18 rgb255=67,65,59
1 18 rgb255=121,114,104
2 18 rgb255=115,109,99
3 18 rgb255=96,96,91
4 18 rgb255=135,136,133
5 18 rgb255=157,158,152
6 18 rgb255=117,118,114
7 18 rgb255=60,60,61
8 18 rgb255=103,103,107
9 18 rgb255=205,204,209
10 18 rgb255=243,244,242
11 18 rgb255=245,246,241
12 18 rgb255=237,238,233
13 18 rgb255=240,241,236
14 18 rgb255=242,243,238
15 18 rgb255=244,245,243
16 18 rgb255=244,243,245
17 18 rgb255=234,234,235
18 18 rgb255=222,222,222
19 18 rgb255=207,207,206
20 18 rgb255=209,209,208
21 18 rgb255=190,186,187
22 18 rgb255=232,228,228
23 18 rgb255=247,244,241
24 18 rgb255=129,126,121
25 18 rgb255=52,49,42
26 18 rgb255=49,45,39
27 18 rgb255=29,22,17
28 18 rgb255=36,30,24
29 18 rgb255=39,33,27
30 18 rgb255=55,49,44
31 18 rgb255=18,12,9
0 17 rgb255=75,73,67
1 17 rgb255=120,113,103
2 17 rgb255=100,94,85
3 17 rgb255=133,133,128
4 17 rgb255=171,173,168
5 17 rgb255=158,159,153
6 17 rgb255=129,130,127
7 17 rgb255=59,59,61
8 17 rgb255=112,111,117
9 17 rgb255=204,203,210
10 17 rgb255=230,230,229
11 17 rgb255=240,241,236
12 17 rgb255=221,222,217
13 17 rgb255=238,239,234
14 17 rgb255=244,245,240
15 17 rgb255=247,247,246
16 17 rgb255=248,247,250
17 17 rgb255=246,245,246
18 17 rgb255=233,233,233
19 17 rgb255=206,206,204
20 17 rgb255=213,212,210
21 17 rgb255=190,186,187
22 17 rgb255=221,218,217
23 17 rgb255=236,233,229
24 17 rgb255=98,95,89
25 17 rgb255=39,36,29
26 17 rgb255=39,34,27
27 17 rgb255=23,16,11
28 17 rgb255=27,20,15
29 17 rgb255=49,42,36
30 17 rgb255=50,43,37
31 17 rgb255=25,19,15
0 16 rgb255=62,62,55
1 16 rgb255=72,71,62
2 16 rgb255=98,97,88
3 16 rgb255=170,171,164
4 16 rgb255=175,175,168
5 16 rgb255=153,152,145
6 16 rgb255=135,135,131
7 16 rgb255=50,50,49
8 16 rgb255=86,87,89
9 16 rgb255=198,200,203
10 16 rgb255=225,226,223
11 16 rgb255=235,236,230
12 16 rgb255=208,209,204
13 16 rgb255=227,228,223
14 16 rgb255=241,242,237
15 16 rgb255=246,246,242
16 16 rgb255=250,248,245
17 16 rgb255=253,250,248
18 16 rgb255=242,240,239
19 16 rgb255=201,199,199
20 16 rgb255=207,204,204
21 16 rgb255=208,204,203
22 16 rgb255=221,217,215
23 16 rgb255=224,221,218
24 16 rgb255=90,86,83
25 16 rgb255=28,25,20
26 16 rgb255=24,23,17
27 16 rgb255=15,14,9
28 16 rgb255=10,7,3
29 16 rgb255=13,8,5
30 16 rgb255=23,16,13
31 16 rgb255=32,25,23
0 15 rgb255=33,34,27
1 15 rgb255=20,21,13
2 15 rgb255=100,101,93
3 15 rgb255=178,179,171
4 15 rgb255=163,162,155
5 15 rgb255=166,163,156
6 15 rgb255=135,135,129
7 15 rgb255=42,43,40
8 15 rgb255=37,40,39
9 15 rgb255=132,135,135
10 15 rgb255=215,216,213
11 15 rgb255=229,230,225
12 15 rgb255=179,180,175
13 15 rgb255=198,199,194
14 15 rgb255=229,230,225
15 15 rgb255=242,241,235
16 15 rgb255=247,244,238
17 15 rgb255=248,244,240
18 15 rgb255=244,240,239
19 15 rgb255=178,174,175
20 15 rgb255=166,162,163
21 15 rgb255=227,222,220
22 15 rgb255=238,234,231
23 15 rgb255=209,205,202
24 15 rgb255=63,59,56
25 15 rgb255=18,15,12
26 15 rgb255=12,12,7
27 15 rgb255=7,8,3
28 15 rgb255=7,7,3
29 15 rgb255=15,11,8
30 15 rgb255=40,34,31
31 15 rgb255=55,47,46
0 14 rgb255=12,13,8
1 14 rgb255=20,21,15
2 14 rgb255=104,105,99
3 14 rgb255=153,154,148
4 14 rgb255=159,158,151
5 14 rgb255=177,174,168
6 14 rgb255=141,140,135
7 14 rgb255=44,44,41
8 14 rgb255=27,29,28
9 14 rgb255=63,66,66
10 14 rgb255=175,177,173
11 14 rgb255=226,227,222
12 14 rgb255=148,149,144
13 14 rgb255=147,148,143
14 14 rgb255=196,197,192
15 14 rgb255=224,223,217
16 14 rgb255=234,231,224
17 14 rgb255=240,237,233
18 14 rgb255=240,236,235
19 14 rgb255=139,135,136
20 14 rgb255=123,118,120
21 14 rgb255=220,216,214
22 14 rgb255=247,243,240
23 14 rgb255=156,152,149
24 14 rgb255=18,14,12
25 14 rgb255=15,11,9
26 14 rgb255=9,9,5
27 14 rgb255=6,8,3
28 14 rgb255=10,10,5
29 14 rgb255=16,13,9
30 14 rgb255=36,29,27
31 14 rgb255=66,56,55
0 13 rgb255=9,10,6
1 13 rgb255=34,35,30
2 13 rgb255=84,85,79
3 13 rgb255=120,121,116
4 13 rgb255=162,161,155
5 13 rgb255=190,187,180
6 13 rgb255=148,148,142
7 13 rgb255=41,41,38
8 13 rgb255=27,30,29
9 13 rgb255=38,42,41
10 13 rgb255=139,140,137
11 13 rgb255=205,206,201
12 13 rgb255=70,71,67
13 13 rgb255=71,72,66
14 13 rgb255=113,115,109
15 13 rgb255=167,166,160
16 13 rgb255=195,192,185
17 13 rgb255=214,211,207
18 13 rgb255=220,216,215
19 13 rgb255=102,98,100
20 13 rgb255=86,82,83
21 13 rgb255=203,199,197
22 13 rgb255=229,225,222
23 13 rgb255=142,138,135
24 13 rgb255=22,18,16
25 13 rgb255=12,9,7
26 13 rgb255=7,7,3
27 13 rgb255=5,7,2
28 13 rgb255=8,8,4
29 13 rgb255=11,7,5
30 13 rgb255=22,16,14
31 13 rgb255=53,43,42
0 12 rgb255=22,22,19
1 12 rgb255=56,56,53
2 12 rgb255=58,59,56
3 12 rgb255=89,89,87
4 12 rgb255=163,162,158
5 12 rgb255=192,189,182
6 12 rgb255=164,164,158
7 12 rgb255=62,63,60
8 12 rgb255=6,8,7
9 12 rgb255=10,13,13
10 12 rgb255=97,99,95
11 12 rgb255=195,196,191
12 12 rgb255=49,50,46
13 12 rgb255=8,9,5
14 12 rgb255=28,29,24
15 12 rgb255=55,54,48
16 12 rgb255=88,85,79
17 12 rgb255=110,106,102
18 12 rgb255=116,112,111
19 12 rgb255=44,40,41
20 12 rgb255=47,43,45
21 12 rgb255=151,147,145
22 12 rgb255=202,198,195
23 12 rgb255=207,203,200
24 12 rgb255=130,126,124
25 12 rgb255=53,49,47
26 12 rgb255=8,8,4
27 12 rgb255=4,6,2
28 12 rgb255=6,6,2
29 12 rgb255=11,7,4
30 12 rgb255=9,3,1
31 12 rgb255=26,16,15
0 11 rgb255=38,38,38
1 11 rgb255=59,59,58
2 11 rgb255=39,39,38
3 11 rgb255=69,69,69
4 11 rgb255=142,141,138
5 11 rgb255=181,178,172
6 11 rgb255=170,170,164
7 11 rgb255=68,69,66
8 11 rgb255=9,11,10
9 11 rgb255=13,16,15
10 11 rgb255=47,48,45
11 11 rgb255=168,169,164
12 11 rgb255=69,70,65
13 11 rgb255=3,4,0
14 11 rgb255=6,7,3
15 11 rgb255=12,11,7
16 11 rgb255=44,41,34
17 11 rgb255=37,34,30
18 11 rgb255=11,7,6
19 11 rgb255=9,5,6
20 11 rgb255=24,20,22
21 11 rgb255=38,34,32
22 11 rgb255=81,77,74
23 11 rgb255=153,149,146
24 11 rgb255=111,107,104
25 11 rgb255=117,114,111
26 11 rgb255=29,29,25
27 11 rgb255=0,1,0
28 11 rgb255=6,6,2
29 11 rgb255=9,5,3
30 11 rgb255=11,5,3
31 11 rgb255=23,14,12
0 10 rgb255=47,47,47
1 10 rgb255=44,44,44
2 10 rgb255=35,35,35
3 10 rgb255=69,70,70
4 10 rgb255=123,122,118
5 10 rgb255=172,169,163
6 10 rgb255=166,166,160
7 10 rgb255=59,59,56
8 10 rgb255=44,46,45
9 10 rgb255=99,103,103
10 10 rgb255=41,42,39
11 10 rgb255=117,118,113
12 10 rgb255=80,81,77
13 10 rgb255=4,5,0
14 10 rgb255=9,10,5
15 10 rgb255=12,11,6
16 10 rgb255=33,30,24
17 10 rgb255=25,22,18
18 10 rgb255=10,6,6
19 10 rgb255=11,7,8
20 10 rgb255=12,8,10
21 10 rgb255=11,7,6
22 10 rgb255=27,24,22
23 10 rgb255=135,131,128
24 10 rgb255=66,63,61
25 10 rgb255=94,90,88
26 10 rgb255=47,47,43
27 10 rgb255=0,0,0
28 10 rgb255=6,5,2
29 10 rgb255=6,3,1
30 10 rgb255=10,3,2
31 10 rgb255=20,12,9
0 9 rgb255=37,37,39
1 9 rgb255=29,29,30
2 9 rgb255=43,43,45
3 9 rgb255=66,66,67
4 9 rgb255=92,91,88
5 9 rgb255=136,134,127
6 9 rgb255=124,124,119
7 9 rgb255=36,36,33
8 9 rgb255=48,50,49
9 9 rgb255=143,147,147
10 9 rgb255=49,51,48
11 9 rgb255=77,77,73
12 9 rgb255=94,95,90
13 9 rgb255=14,14,10
14 9 rgb255=12,13,9
15 9 rgb255=13,12,7
16 9 rgb255=26,23,17
17 9 rgb255=20,17,13
18 9 rgb255=11,8,6
19 9 rgb255=14,10,10
20 9 rgb255=11,8,9
21 9 rgb255=13,10,8
22 9 rgb255=6,3,0
23 9 rgb255=97,93,91
24 9 rgb255=124,120,117
25 9 rgb255=130,126,123
26 9 rgb255=75,75,71
27 9 rgb255=2,3,0
28 9 rgb255=5,5,1
29 9 rgb255=9,6,4
30 9 rgb255=31,25,23
31 9 rgb255=43,37,32
0 8 rgb255=26,26,27
1 8 rgb255=25,25,26
2 8 rgb255=46,46,46
3 8 rgb255=56,56,57
4 8 rgb255=64,65,63
5 8 rgb255=84,85,80
6 8 rgb255=67,68,63
7 8 rgb255=17,18,14
8 8 rgb255=29,31,27
9 8 rgb255=116,118,115
10 8 rgb255=45,46,45
11 8 rgb255=78,79,79
12 8 rgb255=123,124,124
13 8 rgb255=25,26,26
14 8 rgb255=11,12,12
15 8 rgb255=15,16,11
16 8 rgb255=31,32,22
17 8 rgb255=18,18,10
18 8 rgb255=13,13,6
19 8 rgb255=14,13,7
20 8 rgb255=13,14,7
21 8 rgb255=11,16,10
22 8 rgb255=10,12,7
23 8 rgb255=67,63,61
24 8 rgb255=134,127,127
25 8 rgb255=135,130,131
26 8 rgb255=95,95,93
27 8 rgb255=3,4,0
28 8 rgb255=6,7,4
29 8 rgb255=12,11,8
30 8 rgb255=54,52,48
31 8 rgb255=77,76,72
0 7 rgb255=19,19,19
1 7 rgb255=21,21,21
2 7 rgb255=30,30,30
3 7 rgb255=33,33,33
4 7 rgb255=45,46,44
5 7 rgb255=59,60,56
6 7 rgb255=44,46,41
7 7 rgb255=14,15,10
8 7 rgb255=28,29,24
9 7 rgb255=118,120,115
10 7 rgb255=39,41,40
11 7 rgb255=47,49,49
12 7 rgb255=133,135,135
13 7 rgb255=52,54,53
14 7 rgb255=10,11,11
15 7 rgb255=26,27,21
16 7 rgb255=48,48,38
17 7 rgb255=30,30,21
18 7 rgb255=11,11,4
19 7 rgb255=12,12,4
20 7 rgb255=10,13,4
21 7 rgb255=12,20,11
22 7 rgb255=38,41,35
23 7 rgb255=67,60,59
24 7 rgb255=124,115,118
25 7 rgb255=146,141,144
26 7 rgb255=134,131,131
27 7 rgb255=19,16,13
28 7 rgb255=9,7,5
29 7 rgb255=8,6,3
30 7 rgb255=11,9,6
31 7 rgb255=26,23,20
0 6 rgb255=21,21,21
1 6 rgb255=24,24,24
2 6 rgb255=20,20,20
3 6 rgb255=18,18,18
4 6 rgb255=19,20,18
5 6 rgb255=26,27,22
6 6 rgb255=26,27,22
7 6 rgb255=24,25,20
8 6 rgb255=24,25,20
9 6 rgb255=117,117,113
10 6 rgb255=58,58,57
11 6 rgb255=33,32,32
12 6 rgb255=111,110,110
13 6 rgb255=79,78,79
14 6 rgb255=18,17,17
15 6 rgb255=29,27,23
16 6 rgb255=47,44,35
17 6 rgb255=47,44,36
18 6 rgb255=14,10,6
19 6 rgb255=16,13,6
20 6 rgb255=12,11,4
21 6 rgb255=11,15,6
22 6 rgb255=72,71,64
23 6 rgb255=88,80,78
24 6 rgb255=133,123,125
25 6 rgb255=165,158,160
26 6 rgb255=135,128,128
27 6 rgb255=30,22,20
28 6 rgb255=15,7,5
29 6 rgb255=13,5,4
30 6 rgb255=14,6,5
31 6 rgb255=12,5,4
0 5 rgb255=22,22,22
1 5 rgb255=30,30,30
2 5 rgb255=25,25,25
3 5 rgb255=13,13,13
4 5 rgb255=16,16,15
5 5 rgb255=10,9,6
6 5 rgb255=11,10,6
7 5 rgb255=15,15,11
8 5 rgb255=22,21,17
9 5 rgb255=127,126,122
10 5 rgb255=91,87,86
11 5 rgb255=8,4,4
12 5 rgb255=65,61,61
13 5 rgb255=108,103,103
14 5 rgb255=38,33,33
15 5 rgb255=22,16,13
16 5 rgb255=27,21,16
17 5 rgb255=53,47,39
18 5 rgb255=22,15,8
19 5 rgb255=28,22,14
20 5 rgb255=18,13,7
21 5 rgb255=9,9,3
22 5 rgb255=73,67,61
23 5 rgb255=84,71,68
24 5 rgb255=109,97,97
25 5 rgb255=195,189,189
26 5 rgb255=88,79,79
27 5 rgb255=14,2,2
28 5 rgb255=23,11,11
29 5 rgb255=30,17,17
30 5 rgb255=26,13,13
31 5 rgb255=19,6,6
0 4 rgb255=13,13,13
1 4 rgb255=18,18,18
2 4 rgb255=18,18,18
3 4 rgb255=15,15,15
4 4 rgb255=21,20,18
5 4 rgb255=9,6,3
6 4 rgb255=10,7,4
7 4 rgb255=12,9,6
8 4 rgb255=18,15,13
9 4 rgb255=119,116,112
10 4 rgb255=138,131,129
11 4 rgb255=22,14,13
12 4 rgb255=32,25,24
13 4 rgb255=101,94,92
14 4 rgb255=70,63,61
15 4 rgb255=23,14,10
16 4 rgb255=28,18,12
17 4 rgb255=34,24,19
18 4 rgb255=34,24,18
19 4 rgb255=35,25,19
20 4 rgb255=38,29,22
21 4 rgb255=20,13,6
22 4 rgb255=46,33,28
23 4 rgb255=78,61,59
24 4 rgb255=103,89,88
25 4 rgb255=170,163,161
26 4 rgb255=83,73,72
27 4 rgb255=47,34,34
28 4 rgb255=62,49,49
29 4 rgb255=74,60,60
30 4 rgb255=80,66,66
31 4 rgb255=77,64,64
0 3 rgb255=9,9,9
1 3 rgb255=10,10,10
2 3 rgb255=8,8,8
3 3 rgb255=8,8,8
4 3 rgb255=12,10,9
5 3 rgb255=11,6,3
6 3 rgb255=9,4,1
7 3 rgb255=9,4,3
8 3 rgb255=11,6,4
9 3 rgb255=54,49,46
10 3 rgb255=177,169,167
11 3 rgb255=98,88,86
12 3 rgb255=25,14,13
13 3 rgb255=69,58,57
14 3 rgb255=127,116,115
15 3 rgb255=45,32,29
16 3 rgb255=45,32,27
17 3 rgb255=63,50,44
18 3 rgb255=67,53,47
19 3 rgb255=84,70,65
20 3 rgb255=81,68,62
21 3 rgb255=72,58,50
22 3 rgb255=83,65,59
23 3 rgb255=103,82,80
24 3 rgb255=95,79,78
25 3 rgb255=150,142,139
26 3 rgb255=75,67,65
27 3 rgb255=32,22,21
28 3 rgb255=48,37,36
29 3 rgb255=51,41,40
30 3 rgb255=65,55,54
31 3 rgb255=66,56,55
0 2 rgb255=8,8,8
1 2 rgb255=8,8,8
2 2 rgb255=7,7,7
3 2 rgb255=6,6,6
